COMPOSITOR,QUANTIDADE_DO,QUANTIDADE_DO_SUST,QUANTIDADE_RE,QUANTIDADE_RE_SUST,QUANTIDADE_MI,QUANTIDADE_FA,QUANTIDADE_FA_SUST,QUANTIDADE_SOL,QUANTIDADE_SOL_SUST,QUANTIDADE_LA,QUANTIDADE_LA_SUST,QUANTIDADE_SI,MEDIA_INTERVALOS,MEDIA_CONTORNO,2_NOTAS_SEGUIDAS,3_NOTAS_SEGUIDAS,MEDIA_DURACAO_NOTAS,MEDIA_DURACAO_PAUSAS,INT_HARM_1,INT_HARM_2,INT_HARM_3,INT_HARM_4,INT_HARM_5,INT_HARM_6,INT_HARM_7,INT_HARM_8,INT_HARM_9,INT_HARM_10,INT_HARM_11,INT_HARM_12,NOTA_DURACAO_<0.5,NOTA_DURACAO_0.5-1,NOTA_DURACAO_1-2,NOTA_DURACAO_2-4,NOTA_DURACAO_>4,PAUSA_DURACAO_<0.5,PAUSA_DURACAO_0.5-1,PAUSA_DURACAO_1-2,PAUSA_DURACAO_2-4,PAUSA_DURACAO_>4
Edvard Grieg,6,17,39,2,13,8,7,84,5,16,17,7,0.0201342281879194,0.0637583892617449,28,1,0.7096594081518691,0.5650912106135986,25,97,285,153,251,169,200,213,315,109,42,264,240,159,147,50,1,124,23,54,0,0
Edvard Grieg,12,47,24,84,20,38,36,12,57,4,133,46,0.0329436769394261,0.0116896918172157,38,2,0.333864118895966,0.3294036061026352,2,2,298,189,105,104,294,34,126,40,18,222,863,33,19,27,0,608,84,18,11,0
Joseph Haydn ,124,2,138,39,99,91,37,203,21,76,15,80,-0.014336917562724,-0.0331541218637992,61,13,0.6470456580125346,0.8075539568345325,0,45,152,95,42,26,137,134,138,66,23,105,537,300,223,57,0,91,216,75,35,0
Joseph Haydn ,34,2,56,0,18,2,16,68,2,28,0,38,-0.1050847457627118,-0.0644067796610169,10,0,0.4256756756756756,0.4935064935064934,6,32,2,18,10,0,0,0,0,4,0,6,150,119,27,0,0,36,28,12,1,0
Joseph Haydn ,22,18,40,2,24,31,4,23,5,48,33,0,-0.0306122448979591,-0.0178571428571428,90,8,0.4695329087048817,0.573094425483504,90,158,229,131,70,149,96,93,148,95,38,153,533,136,105,11,0,170,52,55,16,0
Joseph Haydn ,293,187,89,427,28,179,13,188,338,6,257,43,-0.0128146453089244,-0.0508009153318077,78,29,0.4119777371149744,0.4130470549522869,2,29,67,107,56,65,68,102,93,89,25,139,1287,725,150,24,0,540,404,65,4,0
Joseph Haydn ,36,90,289,12,150,98,134,178,18,242,54,64,-0.0123859191655801,-0.0221642764015645,40,4,0.5187839305103156,0.5537509667440056,23,71,218,95,42,38,111,74,111,41,6,159,950,201,363,21,0,168,190,66,7,0
Joseph Haydn ,118,0,146,10,72,46,6,212,0,30,0,83,-0.0454545454545454,0.1363636363636363,14,6,0.3628625472887768,0.4627659574468085,31,42,18,6,44,0,42,52,4,10,1,59,583,132,78,0,0,58,22,14,0,0
Joseph Haydn ,30,179,282,49,254,13,216,144,77,273,32,233,-0.0054844606946983,-0.006398537477148,54,1,0.3559083295264201,0.3403594771241832,30,116,223,172,99,98,137,160,182,98,46,208,1776,252,128,33,0,769,188,56,7,0
Joseph Haydn ,26,4,30,0,22,0,22,48,2,30,0,38,-0.0941176470588235,-0.0588235294117647,14,0,0.6243489583333336,0.7294372294372296,12,12,0,8,0,0,44,10,28,8,0,22,126,25,99,6,0,26,25,20,6,0
Joseph Haydn ,461,42,478,29,368,168,157,628,32,250,46,359,-0.0037558685446009,0.1771517996870109,19,0,0.431555068836039,0.7511723329425559,13,41,165,117,96,38,107,138,151,72,33,391,2763,143,207,65,18,266,447,70,70,0
Joseph Haydn ,104,0,69,19,31,31,10,115,7,26,2,36,-0.0590163934426229,-0.0245901639344262,37,0,0.6321603927986906,0.4543269230769231,3,15,143,68,29,0,27,37,27,22,0,74,248,120,227,16,0,147,148,11,6,0
Joseph Haydn ,58,14,160,0,46,0,50,134,0,76,0,78,-0.0409511228533685,-0.035667107001321,36,0,0.4096306068601584,0.4238095238095241,26,104,18,82,44,6,36,20,52,24,16,100,438,266,50,4,0,213,65,36,1,0
Joseph Haydn ,326,16,118,20,128,206,16,268,2,162,120,34,-0.0040721349621873,-0.0122164048865619,44,7,0.3271317829457364,0.6943556975505858,38,56,108,128,68,30,92,76,96,88,24,266,1536,98,58,28,0,172,53,65,23,0
Joseph Haydn ,66,0,34,0,40,22,2,82,0,28,0,22,-0.0925449871465295,-0.0077120822622107,36,10,0.4557692307692307,0.4772727272727273,4,72,22,28,30,0,28,8,28,2,0,40,198,133,57,2,0,31,8,16,0,0
Joseph Haydn ,297,174,113,456,17,235,19,259,433,8,332,29,-0.0056200824278756,0.0891719745222929,117,56,0.5083957553058638,0.643602693602694,89,119,142,134,84,55,70,132,127,55,29,333,2031,193,336,110,0,241,123,106,24,1
Joseph Haydn ,158,3,54,28,79,162,0,95,14,101,105,23,-0.0380761523046092,-0.0751503006012024,59,0,0.639639639639639,0.8734177215189876,46,37,41,29,30,11,66,18,68,53,0,234,534,89,343,33,0,14,20,40,5,0
Joseph Haydn ,104,0,46,0,40,96,0,86,0,58,40,6,-0.0468140442132639,-0.1807542262678803,60,12,0.7571428571428566,1.0806451612903225,16,130,88,112,98,14,76,38,64,28,40,324,228,262,196,84,0,34,70,44,38,0
Joseph Haydn ,71,33,22,151,0,44,0,36,95,3,53,0,-0.0281481481481481,0.0237037037037037,63,27,0.6061390532544378,0.7464689265536724,3,36,106,99,24,80,43,53,60,31,8,64,249,243,153,31,0,58,189,97,10,0
Joseph Haydn ,132,50,430,42,112,20,186,302,6,206,54,142,0.0,-0.001685630004214,125,30,0.4778854254422917,0.6068904593639575,56,150,613,457,319,214,262,305,378,150,50,378,1160,917,271,26,0,241,224,69,32,0
Joseph Haydn ,50,0,90,0,12,0,20,88,0,38,0,62,-0.0822281167108753,0.0344827586206896,0,0,0.3445767195767196,0.3782051282051282,0,2,30,24,2,4,20,12,12,12,0,86,275,85,18,0,0,27,8,4,0,0
Joseph Haydn ,98,0,10,0,40,80,0,44,0,44,28,2,-0.0164705882352941,0.0023529411764705,8,0,0.3544600938967136,0.3103448275862069,0,0,32,72,8,2,52,18,26,14,0,58,348,28,50,0,0,118,23,3,1,0
Joseph Haydn ,76,37,222,38,136,40,109,200,5,154,28,125,-0.0068728522336769,0.0166093928980526,83,21,0.4367964128983018,0.6713098729227763,48,99,143,444,236,124,150,190,231,115,74,341,934,624,188,1,0,140,121,53,27,0
Franz Liszt ,166,112,41,182,129,99,74,87,187,43,93,76,0.0109044259140474,0.0590121872995509,7,0,0.7478098290598292,0.960175438596491,10,93,261,211,217,154,208,209,271,89,21,591,308,904,213,109,26,116,218,69,49,23
Franz Liszt ,84,116,176,45,254,118,94,78,103,170,61,119,0.005173463177115,-0.0258673158855751,33,0,0.4327147348139141,0.4836082264304624,106,121,669,479,454,190,381,461,552,98,38,2334,2076,933,197,78,3,1015,419,154,49,0
Franz Liszt ,21,0,22,27,5,21,2,27,10,0,38,13,-0.0186335403726708,-0.1048136645962733,33,17,0.3874450478407022,0.5093589743589743,581,773,682,485,497,353,470,367,542,320,228,1198,1011,166,92,18,2,476,82,47,45,0
Franz Liszt ,152,171,167,76,370,267,163,121,159,324,360,176,0.0006365372374283,-0.0174411203055378,360,150,0.3888429226069264,0.3993738410509551,1910,1633,4286,3068,2802,1914,2595,2580,3201,1099,664,6804,6057,1050,596,144,9,8543,3006,1046,149,19
Franz Liszt ,125,32,81,23,250,91,11,51,76,206,24,101,0.0044543429844097,-0.0605048255382331,121,38,0.3642857142857179,0.4209143457698374,397,335,846,735,745,422,857,766,710,203,214,1924,2231,301,123,21,19,2459,1011,269,67,0
Franz Liszt ,46,15,67,40,16,40,17,59,5,34,44,14,0.0188383045525902,-0.0497121925693354,618,366,0.450357391910742,0.3658470926058867,379,398,1491,909,655,702,785,897,1309,298,131,1765,1536,22,315,39,0,2196,340,205,29,16
Franz Liszt ,12,0,6,5,82,7,18,14,3,15,4,75,-0.0294957183634633,-0.1075166508087535,50,3,0.3453738910012675,0.360178970917226,59,145,350,325,220,74,313,259,261,79,41,436,785,213,54,0,0,398,178,19,1,0
Franz Liszt ,155,47,143,125,47,106,59,208,105,68,109,132,0.0,0.0173542894564505,21,0,0.3831151118385162,0.3475938601949802,111,353,1638,906,957,703,834,808,1011,295,145,2640,2187,790,67,11,0,1347,144,111,5,0
Franz Liszt ,57,181,89,373,65,98,120,175,147,51,278,138,0.0071754729288975,0.0378343118069145,147,17,0.373115942028984,0.4319389110225759,455,438,1342,1105,897,382,907,761,1120,269,154,2413,3645,565,338,52,0,1775,485,208,41,1
Franz Liszt ,23,17,33,17,20,57,10,4,11,19,55,30,-0.0021834061135371,0.0316593886462882,144,21,0.2813693398799781,0.4178272980501393,534,401,1152,624,648,701,614,566,737,314,173,643,1695,108,29,1,0,238,93,26,2,0
Franz Liszt ,23,37,49,15,40,36,8,29,41,26,51,42,-0.008274984086569,0.1040738383195416,195,84,0.4145190370134709,0.5175749657832547,837,445,2331,1668,1482,1450,1003,1058,1868,478,340,4798,2473,306,312,48,4,1635,688,279,74,3
Franz Liszt ,31,896,6,78,82,59,160,4,226,48,50,70,0.0012800819252432,0.0125448028673835,295,100,0.353169524784575,0.331904761904762,326,386,650,843,787,293,652,690,542,215,68,1768,3193,452,233,29,0,1944,396,109,1,0
Franz Liszt ,48,43,14,43,79,15,60,32,55,70,23,101,0.0139759036144578,0.0583132530120481,164,74,0.3410003211303795,0.4993131868131866,501,634,764,726,651,214,603,477,471,210,75,1203,1650,325,84,17,0,722,234,92,36,8
Franz Liszt ,45,53,42,75,206,17,71,74,103,64,41,146,0.010507880910683,0.0087565674255691,146,8,0.2634878973461651,0.3819191919191918,0,10,172,108,52,10,31,57,48,3,1,69,1140,0,2,1,0,521,258,40,5,1
Franz Liszt ,7,62,13,334,24,14,84,28,100,4,68,77,-0.0017338534893801,0.0056350238404854,172,49,0.2848425765453492,0.3818168562263045,446,250,327,207,254,123,265,250,231,74,41,983,2095,211,0,2,0,883,163,68,29,0
Franz Liszt ,33,260,9,86,91,89,102,10,353,67,8,100,-0.0032742155525238,0.0008185538881309,242,81,0.3592925986543012,0.4598696163300183,449,972,1444,1069,974,491,1014,912,1338,383,185,2782,3018,390,238,19,1,2030,729,281,76,3
Felix Mendelssohn Bartholdy ,59,248,127,67,204,75,260,35,188,177,81,196,0.0,0.0790273556231003,0,0,0.8162025316455697,1.027027027027027,10,26,384,247,169,165,198,180,191,73,34,565,22,1314,463,151,25,29,188,101,36,16
Felix Mendelssohn Bartholdy ,20,2,86,24,1,20,4,61,2,6,4,2,-0.0298507462686567,0.0149253731343283,8,4,0.6004962779156328,0.5142857142857142,0,9,114,47,43,31,37,40,60,13,2,108,58,270,67,8,0,67,88,12,8,0
Felix Mendelssohn Bartholdy ,94,3,73,18,182,50,8,36,34,129,8,85,-0.0387984981226533,0.0713391739674593,4,2,0.39875,0.4285714285714285,6,18,106,61,90,84,91,75,125,37,20,153,570,147,83,0,0,44,17,9,0,0
Felix Mendelssohn Bartholdy ,0,4,8,2,7,0,16,5,4,15,2,13,0.0409356725146198,-0.077485380116959,85,6,0.3491484184914852,0.4559748427672949,328,293,368,273,350,166,340,203,187,150,69,536,541,125,17,2,0,130,123,12,0,0
Felix Mendelssohn Bartholdy ,26,58,77,11,65,19,107,75,23,29,43,84,0.0082474226804123,0.0776632302405498,280,120,0.351705586080586,0.3318764568764568,7,207,689,418,500,286,451,351,484,202,46,791,1093,288,75,0,0,212,65,9,0,0
Felix Mendelssohn Bartholdy ,59,3,40,10,82,15,14,11,43,77,0,54,-0.0031217481789802,-0.1071800208116545,4,0,0.6365211365211364,0.4155525846702317,9,79,706,250,229,98,204,227,423,68,41,953,523,143,229,63,4,259,89,16,8,2
Felix Mendelssohn Bartholdy ,3,83,21,13,118,0,44,1,27,127,0,64,0.0,0.0053639846743295,86,24,0.4619703930576825,0.3514201500535905,0,102,457,370,297,99,373,230,289,98,8,871,844,295,136,31,0,519,68,23,12,0
Felix Mendelssohn Bartholdy ,0,9,0,12,35,2,18,0,25,7,3,31,0.0,0.0413533834586466,5,0,0.799625468164794,1.0384615384615383,2,8,85,55,65,34,64,52,55,41,18,135,73,97,62,35,0,10,23,19,13,0
Felix Mendelssohn Bartholdy ,36,100,32,114,227,7,206,48,134,105,33,317,0.0,0.3318681318681318,0,0,0.5053074670571011,0.391732283464567,2,35,52,71,120,44,136,112,149,45,11,318,971,82,242,65,6,94,14,16,3,0
Felix Mendelssohn Bartholdy ,7,0,5,3,20,3,7,9,0,7,0,13,-0.0909090909090909,0.0202020202020202,26,10,0.9408060453400507,1.1666666666666667,3,45,195,153,167,52,177,83,146,51,6,382,146,12,190,44,5,5,28,12,10,2
Felix Mendelssohn Bartholdy ,0,42,10,2,62,0,18,0,9,68,0,17,-0.0129198966408268,0.0361757105943152,15,1,0.7025343642611683,1.058531746031746,0,15,97,89,67,26,113,71,96,27,10,230,119,158,74,34,3,14,36,11,23,0
Felix Mendelssohn Bartholdy ,9,3,55,0,16,0,4,40,0,9,0,27,-0.0460048426150121,0.072639225181598,17,4,1.0082528180354269,1.332207207207207,1,43,103,92,115,46,122,97,149,44,7,231,9,192,156,55,2,7,25,10,32,0
Felix Mendelssohn Bartholdy ,29,62,17,36,8,155,35,3,20,17,103,6,-0.04,0.0697674418604651,102,16,0.3640799256505577,0.3748043818466354,0,57,357,279,148,135,239,196,280,94,32,526,827,200,49,0,0,162,34,17,0,0
Felix Mendelssohn Bartholdy ,82,26,96,203,0,152,39,129,180,10,224,54,0.0,0.0014566642388929,11,0,0.5564653081028675,0.5925460636515898,0,27,189,168,150,112,298,184,237,124,19,576,970,103,259,31,11,394,71,104,28,0
Felix Mendelssohn Bartholdy ,17,17,14,13,194,8,11,6,8,94,10,9,0.025260029717682,0.0490341753343239,14,0,0.5599653808110782,0.79004329004329,20,27,406,154,83,129,102,75,181,16,27,276,103,502,61,8,0,31,16,26,4,0
Wolfgang Amadeus Mozart ,36,225,406,36,318,16,295,260,71,439,9,199,-0.0138461538461538,0.0296153846153846,41,0,0.3737344611047032,1.6465620328849029,32,73,130,170,93,30,167,109,127,55,35,268,1935,453,182,27,4,508,156,55,12,384
Wolfgang Amadeus Mozart ,150,24,97,90,35,206,12,80,24,71,135,4,-0.0150442477876106,0.011504424778761,51,10,0.5792808723843212,0.675886524822695,28,76,160,171,72,32,96,77,123,61,40,179,299,643,152,32,5,74,91,55,15,0
Wolfgang Amadeus Mozart ,146,40,45,38,52,193,6,75,30,36,44,17,-0.0292452830188679,-0.0122641509433962,157,65,0.583804586867735,0.7274381368267829,14,101,395,183,232,108,177,213,206,95,63,300,431,410,169,51,0,83,73,57,16,0
Wolfgang Amadeus Mozart ,486,16,374,34,328,210,76,736,26,166,18,240,-0.0080068630254503,0.0677723763225622,32,0,0.3491757194587378,0.5087513061650993,108,201,433,376,249,55,234,160,254,142,33,358,2761,557,162,18,0,323,194,121,0,0
Wolfgang Amadeus Mozart ,100,127,117,32,200,53,66,20,108,405,4,161,-0.0068560235063663,-0.0024485798237022,69,27,0.306779246206559,0.2847417840375587,22,44,284,279,144,36,118,53,67,14,34,312,1888,36,106,13,0,971,73,21,0,0
Wolfgang Amadeus Mozart ,130,370,302,81,981,50,197,12,181,580,28,323,-0.0035312293092032,0.0355329949238578,138,52,0.3646109149749916,0.5493257109352093,181,289,694,675,502,143,573,423,609,271,104,1144,3501,709,294,28,0,727,239,103,66,2
Wolfgang Amadeus Mozart ,512,38,258,40,350,204,62,428,32,184,8,194,-0.0020307513780098,0.0252393385552654,108,4,0.3098414539829864,0.4102836879432618,228,724,444,390,364,100,418,226,288,232,104,598,2972,390,82,4,0,561,303,76,0,0
Wolfgang Amadeus Mozart ,78,16,123,9,76,1,77,129,6,117,6,123,0.0071813285457809,-0.018850987432675,25,3,0.4076980568011957,1.607415254237288,61,181,154,177,134,60,196,95,186,105,24,263,728,270,105,12,0,384,128,90,1758,0
Wolfgang Amadeus Mozart ,116,36,116,232,20,237,24,189,157,34,233,22,-0.0014031805425631,-0.0140318054256314,74,20,0.4696898862396758,0.9166666666666666,136,244,326,313,198,160,226,253,335,134,75,455,1174,669,268,28,0,84,142,66,64,0
Wolfgang Amadeus Mozart ,284,34,325,268,57,394,27,213,36,190,433,20,-0.0115198810850984,0.0371609067261241,123,30,0.5614474987617614,0.4881498470948013,69,229,276,265,163,99,245,212,240,129,44,304,1233,892,476,75,16,672,262,117,36,3
Wolfgang Amadeus Mozart ,476,46,242,116,174,454,42,392,94,326,178,72,0.0,0.0279478307159968,84,1,0.6013837147418833,0.6216955332725614,66,130,656,330,254,278,248,192,276,94,44,764,1538,1146,948,126,0,418,440,213,26,0
Wolfgang Amadeus Mozart ,40,228,369,19,342,9,290,233,69,383,20,284,-0.0066549912434325,-0.0241681260945709,70,28,0.4362453314659195,1.117145031528593,66,155,326,277,232,99,292,230,245,117,32,326,2038,468,319,31,0,684,299,132,417,1
Wolfgang Amadeus Mozart ,754,76,612,456,244,818,58,462,82,456,640,76,-0.0063037249283667,-0.0047755491881566,124,18,0.4413356251591522,0.4682198327359621,140,332,490,270,194,252,270,224,384,256,154,596,3032,1608,512,84,0,913,300,119,62,1
Wolfgang Amadeus Mozart ,300,34,346,2,272,210,56,416,20,234,54,236,-0.0098887515451174,0.061392665842604,30,10,0.3798050521691378,0.2898977987421385,10,82,124,178,78,56,170,104,226,124,50,214,1928,208,274,14,4,740,80,28,0,0
Wolfgang Amadeus Mozart ,844,104,384,174,330,774,108,676,138,518,442,220,0.0,-0.0551631990837946,122,30,0.4540394402035623,0.4126943881000676,14,186,446,390,280,284,266,332,628,250,72,782,3312,1318,506,104,0,1396,374,170,32,0
Wolfgang Amadeus Mozart ,91,15,81,11,125,57,7,74,19,64,5,59,-0.0395913154533844,-0.0319284802043422,52,2,0.2981505102040816,0.3950729927007299,0,0,104,98,22,10,22,31,38,18,4,78,705,56,21,2,0,170,84,20,0,0
Wolfgang Amadeus Mozart ,540,70,440,252,150,652,66,358,126,316,542,80,-0.0093774420421984,0.0023443605105496,106,56,0.5808159722222221,0.6140717520027865,28,114,286,348,154,186,412,246,258,298,90,386,1560,1558,506,216,0,459,270,165,63,0
Wolfgang Amadeus Mozart ,41,207,204,52,336,40,123,94,139,307,16,258,-0.0084670231729055,-0.0365418894830659,26,0,0.5936896807720861,0.6619667389732463,12,19,194,182,60,71,99,105,132,77,19,471,469,1310,410,56,0,113,234,92,22,0
Wolfgang Amadeus Mozart ,165,36,66,208,19,108,31,157,120,32,172,55,-0.0197704081632653,0.1020408163265306,106,36,0.4303696622052262,0.4181159420289855,20,38,384,182,88,94,118,110,186,72,27,197,1009,357,184,19,0,241,75,14,15,0
Wolfgang Amadeus Mozart ,183,61,415,41,148,30,130,342,9,225,64,224,-0.0147290899526564,0.0194634402945818,8,4,0.3378023133543636,0.4567829457364332,124,114,96,67,96,47,94,75,199,79,49,220,1712,57,113,20,0,329,19,58,24,0
Wolfgang Amadeus Mozart ,196,28,161,130,55,226,30,106,20,122,347,26,-0.0142602495543672,-0.0130718954248366,113,23,0.4426959619952494,0.3786353467561521,4,66,246,156,62,41,83,116,195,50,49,145,947,518,194,25,0,706,113,53,22,0
Modest Mussorgsky ,51,15,67,149,19,64,46,136,98,13,77,51,-0.009825327510917,-0.0498544395924308,259,143,0.7972899236085894,0.3918357933579335,43,206,855,728,649,206,568,373,494,151,92,2293,1064,965,347,286,87,846,129,52,57,0
Modest Mussorgsky ,2,13,9,25,17,0,8,1,21,9,9,13,-0.0201793721973094,0.1278026905829596,11,0,1.2181208053691277,1.511904761904762,0,6,105,175,121,16,115,165,99,0,3,390,0,11,339,95,2,0,1,29,7,5
Modest Mussorgsky ,11,94,24,12,22,29,48,2,30,40,18,5,-0.0206185567010309,-0.0171821305841924,176,101,0.803602058319037,0.8866666666666667,30,18,128,197,16,4,40,87,58,19,20,594,341,118,54,44,26,69,84,52,12,8
Modest Mussorgsky ,10,7,46,68,13,25,31,17,8,15,72,55,0.0242616033755274,-0.0179324894514767,83,55,0.7109237794169305,0.5333054626532888,144,82,139,138,149,33,148,88,133,38,27,633,398,149,322,80,0,198,53,35,8,5
Modest Mussorgsky ,11,25,22,42,20,30,47,12,23,13,14,30,0.0135396518375241,-0.0174081237911025,0,0,0.5926640926640927,0.6879432624113475,6,45,152,133,80,118,170,164,151,72,32,256,246,97,164,11,0,42,72,16,11,0
Modest Mussorgsky ,17,36,0,106,37,18,14,13,461,9,41,35,-0.0018993352326685,-0.0987654320987654,119,29,1.0239563567362429,0.9083333333333332,6,47,292,274,257,120,342,280,226,124,59,482,50,433,467,104,0,30,120,125,23,2
Modest Mussorgsky ,46,33,11,17,19,131,12,9,31,46,27,30,-0.0064599483204134,0.0103359173126615,40,0,0.5308602150537629,0.4547435897435895,136,207,364,287,161,133,195,103,123,4,7,225,455,127,158,35,0,411,185,43,8,3
Modest Mussorgsky ,64,43,96,78,33,83,46,51,50,45,121,57,0.005045871559633,-0.0087155963302752,403,295,0.5484487238269913,0.9217527386541468,32,291,907,687,645,348,674,503,525,230,89,1748,1510,221,328,107,15,85,64,31,23,10
Franz Schubert,86,198,480,56,361,74,260,384,109,565,122,321,-0.0037932669511616,-0.0002370791844476,79,13,0.3384688314766532,0.3686105111591072,6,211,801,683,538,362,516,524,525,294,40,1192,3366,711,94,47,1,1028,291,43,27,0
Franz Schubert,13,88,148,13,82,105,97,92,49,184,83,107,0.0003012955709551,0.0033142512805061,76,6,0.7554216867469893,0.4094781682641107,10,184,1136,1099,998,327,914,825,806,266,40,1874,1212,690,1088,330,0,512,389,27,11,0
Franz Schubert,65,27,7,22,7,73,6,17,57,7,36,4,0.0,0.0914634146341463,10,0,0.4070268899036022,0.3019444444444444,13,75,200,227,200,89,104,161,153,41,8,152,428,161,66,2,0,254,41,5,0,0
Franz Schubert,48,52,6,80,36,39,14,4,51,6,36,30,-0.0153994225216554,-0.0057747834456207,53,6,1.4737980769230763,1.2230113636363635,2,102,482,440,404,234,512,322,432,158,38,886,34,149,493,364,0,19,11,95,51,0
Franz Schubert,319,237,284,174,80,381,105,139,65,189,369,79,-0.0039206076941926,0.059054153393776,92,3,0.4702147640045593,0.68468137254902,128,554,1238,1086,1026,529,845,638,848,352,128,2034,2541,1035,403,99,4,291,273,36,78,2
Franz Schubert,326,308,50,530,53,142,72,93,578,36,194,129,-0.0111833550065019,-0.1344603381014304,234,0,0.6011440457618321,0.5665467625899273,0,173,1425,1082,954,571,1189,659,922,474,20,1587,1699,1318,586,243,0,125,378,41,12,0
Franz Schubert,20,120,30,100,27,31,78,6,79,47,19,45,0.0076555023923444,0.1330143540669856,88,28,0.8458413001912046,1.1431451612903225,0,26,210,133,125,104,199,152,254,80,9,464,208,569,158,101,10,33,15,58,16,2
Franz Schubert,28,57,92,17,130,28,55,69,36,145,27,95,-0.007433489827856,0.0093896713615023,44,17,0.486312084473993,0.6336140888208268,42,254,754,887,675,326,785,626,768,297,45,1489,1323,949,260,25,0,407,66,143,37,0
Franz Schubert,488,126,489,269,146,572,151,486,90,330,472,205,-0.0019321597252039,0.0940317732932589,76,4,0.4296522858982592,0.3309386973180077,0,113,453,500,359,186,420,316,298,84,28,1359,3168,896,539,56,0,1328,150,74,14,0
Franz Schubert,87,210,15,283,93,134,84,18,333,70,100,9,-0.0061506919528446,0.0210148641722193,22,0,0.9682803961748462,0.7859848484848484,8,115,342,161,349,67,545,255,310,112,14,917,891,153,502,406,0,54,24,138,4,0
Franz Schubert,54,116,13,78,62,45,80,11,207,65,17,64,-0.0078701426463354,0.0462370880472208,279,166,0.4949196984595256,0.7165570175438591,108,216,775,460,497,451,425,439,589,150,35,1427,1406,401,92,119,16,176,59,40,17,12
Franz Schubert,177,48,106,23,191,104,44,333,34,61,42,114,0.0,0.0334373606776638,34,18,0.373663101604278,0.3670454545454545,0,31,629,360,302,311,185,247,433,61,0,1280,1890,116,198,40,0,374,17,44,5,0
Franz Schubert,64,26,22,32,42,94,32,82,38,12,28,28,-0.0216519647153167,0.0296712109061748,14,0,0.4395032051282051,0.3430470347648262,12,64,258,178,178,74,164,134,178,60,16,624,846,130,272,0,0,738,238,0,2,0
Franz Schubert,96,153,222,289,83,257,285,165,282,28,358,272,-0.011260443152924,-0.0392299309843806,1,0,0.7883986928104385,0.8458994708994712,8,199,839,495,524,336,743,412,445,357,21,930,1771,192,317,474,0,47,88,229,14,0
Franz Schubert,60,201,38,134,257,26,120,20,303,186,14,136,-0.0035407182599898,-0.0182094081942336,19,0,0.3661526794742163,0.3701219512195122,1,21,143,244,235,88,320,101,233,114,2,457,1439,377,161,1,0,332,28,46,4,0
Franz Schubert,193,51,187,182,21,59,53,386,140,82,148,85,-0.010504913588614,0.0728566587597424,646,356,0.5307983288166147,0.5333658854166666,16,147,677,737,707,261,738,533,771,240,57,2027,2087,461,265,133,6,291,133,57,31,0
Franz Schubert,99,10,15,11,42,48,1,73,11,39,38,17,-0.015625,-0.0221354166666666,115,20,0.7236671001300368,1.0807291666666663,71,97,253,138,156,142,229,196,240,132,40,410,434,121,110,97,7,41,55,56,38,2
Franz Schubert,54,180,62,22,96,51,47,38,116,177,23,138,0.0110533159947984,0.1345903771131339,195,44,0.5012995451591942,0.621705426356589,4,135,663,592,518,216,384,441,445,88,14,436,921,419,126,73,0,329,119,189,8,0
Franz Schubert,106,92,32,180,40,51,43,73,189,30,103,34,0.0114285714285714,0.008095238095238,117,19,0.4420117404410597,0.3616519174041298,1,179,548,283,296,334,384,282,344,158,15,1481,1357,541,203,0,0,388,154,23,0,0
Franz Schubert,185,128,150,141,203,138,34,221,132,158,186,127,0.0013582342954159,0.099830220713073,165,70,0.4449253224711476,0.4832554517133956,1,110,479,375,434,196,408,293,299,132,21,1721,2010,481,384,65,6,387,175,56,22,2
Franz Schubert,126,73,32,22,278,172,7,23,114,122,12,156,-0.0084033613445378,-0.0042016806722689,236,79,0.8828024734570007,0.8340373108060535,0,149,609,546,619,205,627,472,632,183,64,1846,1150,577,551,527,52,388,181,305,55,18
Franz Schubert,143,24,215,12,164,18,52,326,1,164,22,136,0.0,-0.0095398428731762,37,0,0.4935501962983781,0.4135802469135802,0,105,438,355,271,53,385,153,303,156,18,655,1221,376,127,59,0,255,45,14,10,0
Franz Schubert,342,453,542,167,630,367,300,382,198,808,274,313,-0.0061006609049313,-0.0330452465683782,72,26,0.4320710493618007,0.4850165774037236,0,259,1073,671,642,466,500,516,736,143,20,2001,4821,573,408,93,7,891,308,28,80,0
Franz Schubert,643,208,97,542,147,367,195,198,418,179,235,127,-0.0032981530343007,0.1066402814423922,121,8,0.3913131091082286,0.319098277608916,34,201,859,752,663,199,684,573,700,204,42,1646,3500,767,175,72,35,1371,190,65,19,0
Franz Schubert,278,94,247,107,313,212,172,177,150,302,88,219,-0.0086736537766534,0.0733646548608601,14,5,0.5663535645471965,0.6201642819289878,19,85,538,383,332,252,360,265,419,181,52,923,1704,668,214,182,0,222,286,95,26,0
Franz Schubert,28,269,93,318,79,141,396,55,245,18,360,319,-0.0114099429502852,0.1043194784026079,0,0,0.822980312287826,0.7502204585537935,14,53,252,325,325,162,803,426,615,193,29,1389,1875,5,221,186,168,311,1,23,19,24
Franz Schubert,566,327,45,234,125,224,28,241,274,41,276,136,-0.0122222222222222,-0.0066666666666666,82,30,0.3677682125335555,0.2893081761006288,180,170,1370,605,704,442,493,442,397,125,202,1095,3020,269,311,1,0,1471,46,73,0,0
